mutant1,mutant2,template,passed_test,diff_locations,explored_diffs,elapsed_time
tadSyncid6id16.xml,tadSyncid17id15.xml,Template18,true,26,26,268
tadSyncid17id15.xml,tadSyncid6id16.xml,Template20,true,26,26,267
tadSyncid17id15.xml,tadSyncid11id15.xml,Template13,true,14,14,9
tadSyncid11id15.xml,tadSyncid17id15.xml,Template11,true,14,14,11
tadSyncid16id21.xml,tadSyncid17id15.xml,Template21,true,26,26,167
tadSyncid17id15.xml,tadSyncid16id21.xml,Template11,true,26,26,168
tadSyncid9id12.xml,tadSyncid17id15.xml,Template20,true,26,26,262
tadSyncid17id15.xml,tadSyncid9id12.xml,Template2,false,26,11,266
tadSyncid8id18.xml,tadSyncid17id15.xml,Template7,true,22,22,266
tadSyncid17id15.xml,tadSyncid8id18.xml,Template2,true,22,22,16
tadSyncid20id4.xml,tadSyncid17id15.xml,Template1,true,24,24,17
tadSyncid17id15.xml,tadSyncid20id4.xml,Template4,false,24,1,8
tadSyncid17id15.xml,tadSyncid6id13.xml,Template3,false,28,6,262
tadSyncid6id13.xml,tadSyncid17id15.xml,Template19,true,28,28,268
tadSyncid10id9.xml,tadSyncid17id15.xml,Template9,true,22,22,263
tadSyncid17id15.xml,tadSyncid10id9.xml,Template1,true,22,22,14
tadSyncid21id17.xml,tadSyncid17id15.xml,Template14,true,21,21,10
tadSyncid17id15.xml,tadSyncid21id17.xml,Template7,true,21,21,10
tadSyncid18id4.xml,tadSyncid17id15.xml,Template9,true,22,22,168
tadSyncid17id15.xml,tadSyncid18id4.xml,Template6,false,22,12,11
tadSyncid1id8.xml,tadSyncid17id15.xml,Template4,true,24,24,266
tadSyncid17id15.xml,tadSyncid1id8.xml,Template1,true,24,24,12
tadSyncid8id12.xml,tadSyncid17id15.xml,Template20,true,26,26,266
tadSyncid17id15.xml,tadSyncid8id12.xml,Template22,false,26,6,262
tadSyncid11id21.xml,tadSyncid17id15.xml,Template27,true,28,28,11
tadSyncid17id15.xml,tadSyncid11id21.xml,Template15,true,28,28,13
tadSyncid17id15.xml,tadSyncid11id6.xml,Template19,true,28,28,266
tadSyncid11id6.xml,tadSyncid17id15.xml,Template19,true,28,28,268
tadSyncid8id15.xml,tadSyncid17id15.xml,Template10,true,12,12,264
tadSyncid17id15.xml,tadSyncid8id15.xml,Template7,true,12,12,262
tadSyncid15id0.xml,tadSyncid17id15.xml,Template9,true,19,19,268
tadSyncid17id15.xml,tadSyncid15id0.xml,Template18,false,19,4,8
tadSyncid17id15.xml,tadSyncid3id22.xml,Template26,true,26,26,268
tadSyncid3id22.xml,tadSyncid17id15.xml,Template20,true,26,26,267
tadSyncid21id5.xml,tadSyncid17id15.xml,Template1,true,26,26,14
tadSyncid17id15.xml,tadSyncid21id5.xml,Template22,true,26,26,166
tadSyncid21id22.xml,tadSyncid17id15.xml,Template24,true,24,24,266
tadSyncid17id15.xml,tadSyncid21id22.xml,Template16,true,24,24,17
tadSyncid5id9.xml,tadSyncid17id15.xml,Template24,true,24,24,262
tadSyncid17id15.xml,tadSyncid5id9.xml,Template9,true,24,24,263
tadSyncid11id3.xml,tadSyncid17id15.xml,Template25,true,28,28,266
tadSyncid17id15.xml,tadSyncid11id3.xml,Template4,true,28,28,167
tadSyncid17id15.xml,tmi1.xml,Template20,true,20,20,262
tmi1.xml,tadSyncid17id15.xml,Template19,true,24,24,266
tadSyncid15id5.xml,tadSyncid17id15.xml,Template9,true,19,19,167
tadSyncid17id15.xml,tadSyncid15id5.xml,Template19,true,19,19,167
tadSyncid1id2.xml,tadSyncid17id15.xml,Template20,true,22,22,167
tadSyncid17id15.xml,tadSyncid1id2.xml,Template4,true,22,22,166
tadSyncid15id19.xml,tadSyncid17id15.xml,Template21,true,21,21,265
tadSyncid17id15.xml,tadSyncid15id19.xml,Template11,true,21,21,9
tadSyncid11id9.xml,tadSyncid17id15.xml,Template14,true,26,26,261
tadSyncid17id15.xml,tadSyncid11id9.xml,Template21,true,26,26,262
tadSyncid17id15.xml,tadSyncid4id1.xml,Template18,false,24,2,167
tadSyncid4id1.xml,tadSyncid17id15.xml,Template1,true,24,24,17
smiTemplateid10.xml,tadSyncid17id15.xml,Template16,true,22,22,9
tadSyncid17id15.xml,smiTemplateid10.xml,Template3,true,15,15,8
tadSyncid16id1.xml,tadSyncid17id15.xml,Template1,true,24,24,17
tadSyncid17id15.xml,tadSyncid16id1.xml,Template22,false,24,4,17
tadSyncid17id1.xml,tadSyncid17id15.xml,Template8,true,14,14,161
