tadSyncid9id7.xml,tadSyncid4id12.xml,false,2551-12-18T01:07:38.160,2551-12-28T14:00:14.786,910356626
tadSyncid9id7.xml,tadSyncid12id12.xml,false,2551-12-18T03:14:35.133,2551-12-28T21:41:04.141,930389008
tadSyncid9id7.xml,tadSyncid13id5.xml,false,2551-12-18T03:23:57.522,2551-12-28T12:40:22.816,897385294
tadSyncid4id12.xml,tadSyncid12id12.xml,false,2551-12-18T03:19:08.836,2551-12-29T03:18:37.917,950369081
tadSyncid12id12.xml,tadSyncid13id5.xml,false,2551-12-18T03:30:23.910,2552-01-05T00:32:56.546,1544552636
tadSyncid4id12.xml,tadSyncid13id5.xml,false,2551-12-18T03:28:10.100,2552-01-05T04:03:02.438,1557292338
tadSyncid9id7.xml,tmi5.xml,false,2551-12-18T03:32:26.330,2552-01-05T10:59:12.942,1582006612
tadSyncid4id12.xml,tmi5.xml,false,2551-12-18T03:34:14.299,2552-01-05T16:31:22.520,1601828221
tadSyncid13id5.xml,tmi5.xml,false,2551-12-18T03:37:41.438,2552-01-13T01:11:02.701,2237601263
tadSyncid12id12.xml,tmi5.xml,false,2551-12-18T03:35:56.192,2552-01-13T04:32:34.214,2249798022
tadSyncid4id12.xml,tadSyncid11id7.xml,false,2551-12-18T03:40:59.704,2552-01-13T09:33:53.889,2267574185
tadSyncid9id7.xml,tadSyncid11id7.xml,false,2551-12-18T03:39:24.665,2552-01-13T14:28:43.818,2285359153
tadSyncid12id12.xml,tadSyncid11id7.xml,false,2551-12-18T03:42:39.670,2552-01-23T02:05:04.893,3104545223
tmi5.xml,tadSyncid11id7.xml,false,2551-12-18T03:45:55.388,2552-01-24T18:28:44.520,3249769132
tadSyncid9id7.xml,tadSyncid1id7.xml,false,2551-12-18T03:47:57.116,2552-01-25T00:30:56.805,3271379689
tadSyncid13id5.xml,tadSyncid11id7.xml,false,2551-12-18T03:44:15.720,2552-01-25T06:00:33.743,3291378023
