mutant1,mutant2,template,passed_test,diff_locations,explored_diffs,elapsed_time_ms
tadSyncid1id19.xml,tadSyncid17id15.xml,Template1,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid15id3.xml,Template4,FAILED,4,1,5
tadSyncid15id3.xml,tadSyncid17id15.xml,Template4,FAILED,4,1,4
tadSyncid17id15.xml,tadSyncid18id15.xml,Template3,FAILED,4,1,5
tadSyncid18id15.xml,tadSyncid17id15.xml,Template3,FAILED,4,1,6
tadSyncid17id15.xml,tadSyncid21id6.xml,Template2,FAILED,5,1,6
tadSyncid21id6.xml,tadSyncid17id15.xml,Template3,FAILED,5,1,6
tadSyncid17id15.xml,tadSyncid12id8.xml,Template5,FAILED,5,1,4
tadSyncid12id8.xml,tadSyncid17id15.xml,Template1,FAILED,5,1,5
tadSyncid17id15.xml,tadSyncid21id4.xml,Template3,FAILED,5,1,6
tadSyncid21id4.xml,tadSyncid17id15.xml,Template5,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid8id10.xml,Template1,FAILED,5,1,5
tadSyncid8id10.xml,tadSyncid17id15.xml,Template1,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid14id16.xml,Template1,FAILED,5,1,5
tadSyncid14id16.xml,tadSyncid17id15.xml,Template4,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid16id17.xml,Template2,FAILED,4,1,5
tadSyncid16id17.xml,tadSyncid17id15.xml,Template3,FAILED,4,1,4
tadSyncid17id15.xml,tadSyncid16id16.xml,Template4,FAILED,4,1,5
tadSyncid16id16.xml,tadSyncid17id15.xml,Template3,FAILED,4,1,6
tadSyncid17id15.xml,tadSyncid21id10.xml,Template1,FAILED,5,1,5
tadSyncid21id10.xml,tadSyncid17id15.xml,Template1,FAILED,5,1,5
tadSyncid17id15.xml,tadSyncid10id7.xml,Template4,FAILED,5,1,4
tadSyncid10id7.xml,tadSyncid17id15.xml,Template1,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid12id4.xml,Template5,FAILED,5,1,4
tadSyncid12id4.xml,tadSyncid17id15.xml,Template5,FAILED,5,1,5
tadSyncid17id15.xml,tadSyncid21id18.xml,Template4,FAILED,5,1,4
tadSyncid21id18.xml,tadSyncid17id15.xml,Template2,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid21id8.xml,Template1,FAILED,5,1,5
tadSyncid21id8.xml,tadSyncid17id15.xml,Template5,FAILED,5,1,5
tadSyncid17id15.xml,ccn2.xml,Template3,FAILED,4,1,4
ccn2.xml,tadSyncid17id15.xml,Template4,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid3id4.xml,Template5,FAILED,5,1,4
tadSyncid3id4.xml,tadSyncid17id15.xml,Template1,FAILED,5,1,5
tadSyncid17id15.xml,tadSyncid2id4.xml,Template1,FAILED,5,1,4
tadSyncid2id4.xml,tadSyncid17id15.xml,Template1,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid8id8.xml,Template4,FAILED,4,1,5
tadSyncid8id8.xml,tadSyncid17id15.xml,Template3,FAILED,4,1,5
tadSyncid17id15.xml,tadSyncid19id12.xml,Template5,FAILED,5,1,4
tadSyncid19id12.xml,tadSyncid17id15.xml,Template2,FAILED,5,1,5
tadSyncid17id15.xml,tadSyncid13id4.xml,Template1,FAILED,5,1,4
tadSyncid13id4.xml,tadSyncid17id15.xml,Template2,FAILED,5,1,5
tadSyncid17id15.xml,tadSyncid20id1.xml,Template5,FAILED,5,1,4
tadSyncid20id1.xml,tadSyncid17id15.xml,Template1,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid21id3.xml,Template3,FAILED,5,1,4
tadSyncid21id3.xml,tadSyncid17id15.xml,Template1,FAILED,5,1,5
tadSyncid17id15.xml,tadSyncid3id14.xml,Template4,FAILED,5,1,5
tadSyncid3id14.xml,tadSyncid17id15.xml,Template2,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid20id0.xml,Template5,FAILED,5,1,4
tadSyncid20id0.xml,tadSyncid17id15.xml,Template1,FAILED,5,1,8
tadSyncid17id15.xml,tadSyncid22id20.xml,Template4,FAILED,4,1,4
tadSyncid22id20.xml,tadSyncid17id15.xml,Template4,FAILED,4,1,5
tadSyncid17id15.xml,tadSyncid17id21.xml,Template3,FAILED,4,1,5
tadSyncid17id21.xml,tadSyncid17id15.xml,Template1,FAILED,4,1,4
tadSyncid17id15.xml,tadSyncid10id1.xml,Template1,FAILED,5,1,5
tadSyncid10id1.xml,tadSyncid17id15.xml,Template1,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid17id5.xml,Template1,FAILED,4,1,5
tadSyncid17id5.xml,tadSyncid17id15.xml,Template1,FAILED,4,1,4
tadSyncid17id15.xml,tadSyncid11id8.xml,Template5,FAILED,5,1,5
tadSyncid11id8.xml,tadSyncid17id15.xml,Template1,FAILED,5,1,5
tadSyncid17id15.xml,tadSyncid19id3.xml,Template5,FAILED,5,1,4
tadSyncid19id3.xml,tadSyncid17id15.xml,Template4,FAILED,5,1,9
tadSyncid17id15.xml,tadSyncid9id18.xml,Template5,FAILED,5,1,7
tadSyncid9id18.xml,tadSyncid17id15.xml,Template5,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid11id11.xml,Template1,FAILED,4,1,4
tadSyncid11id11.xml,tadSyncid17id15.xml,Template1,FAILED,4,1,5
tadSyncid17id15.xml,tadSyncid1id20.xml,Template3,FAILED,5,1,4
tadSyncid1id20.xml,tadSyncid17id15.xml,Template5,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid12id6.xml,Template2,FAILED,5,1,4
tadSyncid12id6.xml,tadSyncid17id15.xml,Template1,FAILED,5,1,6
tadSyncid17id15.xml,tadSyncid22id9.xml,Template4,FAILED,4,1,4
tadSyncid22id9.xml,tadSyncid17id15.xml,Template1,FAILED,4,1,4
tadSyncid17id15.xml,tadSyncid5id20.xml,Template1,FAILED,5,1,4
tadSyncid5id20.xml,tadSyncid17id15.xml,Template3,FAILED,5,1,5
tadSyncid17id15.xml,tadSyncid18id10.xml,Template3,FAILED,5,1,7
tadSyncid18id10.xml,tadSyncid17id15.xml,Template2,FAILED,5,1,7
tadSyncid17id15.xml,tadSyncid13id1.xml,Template3,FAILED,5,1,4
tadSyncid13id1.xml,tadSyncid17id15.xml,Template5,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid14id3.xml,Template1,FAILED,5,1,5
tadSyncid14id3.xml,tadSyncid17id15.xml,Template4,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid7id9.xml,Template3,FAILED,5,1,4
tadSyncid7id9.xml,tadSyncid17id15.xml,Template1,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid17id18.xml,Template2,FAILED,4,1,5
tadSyncid17id18.xml,tadSyncid17id15.xml,Template3,FAILED,4,1,4
tadSyncid17id15.xml,cxs1.xml,Template3,FAILED,4,1,5
cxs1.xml,tadSyncid17id15.xml,Template1,FAILED,5,1,7
tadSyncid17id15.xml,tadSyncid10id22.xml,Template3,FAILED,4,1,4
tadSyncid10id22.xml,tadSyncid17id15.xml,Template4,FAILED,4,1,6
tadSyncid17id15.xml,tmi15.xml,Template1,FAILED,2,1,5
tmi15.xml,tadSyncid17id15.xml,Template1,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid19id1.xml,Template3,FAILED,5,1,4
tadSyncid19id1.xml,tadSyncid17id15.xml,Template4,FAILED,5,1,5
tadSyncid17id15.xml,smiTemplateid4.xml,Template4,FAILED,4,1,4
smiTemplateid4.xml,tadSyncid17id15.xml,Template7,FAILED,7,1,6
tadSyncid17id15.xml,tadSyncid9id6.xml,Template5,FAILED,5,1,4
tadSyncid9id6.xml,tadSyncid17id15.xml,Template1,FAILED,5,1,5
tadSyncid17id15.xml,smiTemplateid18.xml,Template2,FAILED,2,1,4
smiTemplateid18.xml,tadSyncid17id15.xml,Template6,FAILED,6,1,4
tadSyncid17id15.xml,tadSyncid10id4.xml,Template5,FAILED,5,1,5
tadSyncid10id4.xml,tadSyncid17id15.xml,Template1,FAILED,5,1,5
tadSyncid17id15.xml,tadSyncid8id3.xml,Template5,FAILED,5,1,4
tadSyncid8id3.xml,tadSyncid17id15.xml,Template3,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid17id4.xml,Template1,FAILED,4,1,4
tadSyncid17id4.xml,tadSyncid17id15.xml,Template1,FAILED,4,1,4
tadSyncid17id15.xml,tadSyncid16id22.xml,Template4,FAILED,4,1,4
tadSyncid16id22.xml,tadSyncid17id15.xml,Template1,FAILED,4,1,6
tadSyncid17id15.xml,tadSyncid0id0.xml,Template2,FAILED,4,1,4
tadSyncid0id0.xml,tadSyncid17id15.xml,Template4,FAILED,4,1,4
tadSyncid17id15.xml,tadSyncid5id17.xml,Template2,FAILED,4,1,6
tadSyncid5id17.xml,tadSyncid17id15.xml,Template2,FAILED,4,1,4
tadSyncid17id15.xml,tadSyncid21id15.xml,Template1,FAILED,4,1,4
tadSyncid21id15.xml,tadSyncid17id15.xml,Template3,FAILED,4,1,5
tadSyncid17id15.xml,tadSyncid21id9.xml,Template5,FAILED,5,1,4
tadSyncid21id9.xml,tadSyncid17id15.xml,Template5,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid6id9.xml,Template4,FAILED,5,1,5
tadSyncid6id9.xml,tadSyncid17id15.xml,Template5,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid8id19.xml,Template1,FAILED,5,1,4
tadSyncid8id19.xml,tadSyncid17id15.xml,Template1,FAILED,5,1,5
tadSyncid17id15.xml,tadSyncid1id15.xml,Template3,FAILED,4,1,4
tadSyncid1id15.xml,tadSyncid17id15.xml,Template3,FAILED,4,1,6
tadSyncid17id15.xml,tadSyncid19id5.xml,Template2,FAILED,5,1,5
tadSyncid19id5.xml,tadSyncid17id15.xml,Template5,FAILED,5,1,5
tadSyncid17id15.xml,tadSyncid20id21.xml,Template5,FAILED,5,1,4
tadSyncid20id21.xml,tadSyncid17id15.xml,Template5,FAILED,5,1,5
tadSyncid17id15.xml,tadSyncid19id11.xml,Template1,FAILED,5,1,5
tadSyncid19id11.xml,tadSyncid17id15.xml,Template1,FAILED,5,1,6
tadSyncid17id15.xml,smiTemplateid6.xml,Template1,FAILED,4,1,5
smiTemplateid6.xml,tadSyncid17id15.xml,Template7,FAILED,8,1,4
tadSyncid17id15.xml,tadSyncid6id21.xml,Template3,FAILED,5,1,7
tadSyncid6id21.xml,tadSyncid17id15.xml,Template3,FAILED,5,1,5
tadSyncid17id15.xml,tadSyncid1id16.xml,Template5,FAILED,5,1,5
tadSyncid1id16.xml,tadSyncid17id15.xml,Template3,FAILED,5,1,5
tadSyncid17id15.xml,tadSyncid13id0.xml,Template3,FAILED,5,1,5
tadSyncid13id0.xml,tadSyncid17id15.xml,Template4,FAILED,5,1,5
tadSyncid17id15.xml,tadSyncid3id0.xml,Template5,FAILED,5,1,5
tadSyncid3id0.xml,tadSyncid17id15.xml,Template1,FAILED,5,1,5
tadSyncid17id15.xml,tmi28.xml,template,TIMEOUT,0,0,0
tmi28.xml,tadSyncid17id15.xml,Template4,FAILED,5,1,5
tadSyncid17id15.xml,tadSyncid7id0.xml,Template1,FAILED,5,1,5
tadSyncid7id0.xml,tadSyncid17id15.xml,Template3,FAILED,4,1,5
tadSyncid17id15.xml,tmi3.xml,Template2,FAILED,4,1,4
tmi3.xml,tadSyncid17id15.xml,Template1,FAILED,6,1,5
tadSyncid17id15.xml,tadSyncid2id5.xml,Template5,FAILED,5,1,5
tadSyncid2id5.xml,tadSyncid17id15.xml,Template1,FAILED,5,1,4
